,TV,newspaper,radio,sales
159,3.51,13.56,11.069999999999999,2.19
160,39.51,10.38,5.52,3.87
161,51.75,9.209999999999999,5.430000000000001,4.32
162,25.71,14.79,10.739999999999998,3.99
163,56.52,7.68,5.430000000000001,4.47
164,49.05,2.22,11.04,5.3999999999999995
165,35.16,1.62,4.409999999999999,3.57
166,70.35,25.439999999999998,1.02,3.57
167,5.369999999999999,6.48,11.28,2.4
168,62.04,5.819999999999999,1.56,3.6599999999999997
169,64.62,17.28,7.08,5.13
170,85.29,1.92,3.1799999999999997,4.5
171,15.0,5.52,3.48,2.52
172,49.35,14.219999999999999,6.27,4.35
173,5.88,5.1,6.03,2.28
174,50.52,3.84,2.13,3.51
175,66.72,3.9299999999999997,1.02,3.4499999999999997
176,83.07,12.54,14.669999999999998,8.1
177,74.52,6.09,9.059999999999999,6.06
178,51.059999999999995,10.56,2.34,3.51
179,83.00999999999999,7.109999999999999,0.69,3.54
180,49.68,5.28,3.0,3.78
181,46.98,2.49,0.78,3.15
182,65.55,8.219999999999999,1.62,3.6599999999999997
183,16.86,8.91,1.71,2.61
184,86.28,21.54,12.9,7.859999999999999
185,76.14,9.0,6.39,5.28
186,61.5,5.88,13.53,6.78
187,41.85,7.98,0.63,3.0900000000000003
188,57.33,5.46,8.61,5.19
189,85.8,1.11,4.17,4.77
190,5.609999999999999,7.02,3.63,2.01
191,11.85,1.74,12.33,3.24
192,22.65,1.7999999999999998,3.24,2.97
193,5.159999999999999,9.48,1.2299999999999998,1.77
194,50.04,1.08,12.6,5.88
195,44.91,1.7999999999999998,10.68,5.19
196,11.46,4.14,1.11,2.28
197,28.26,2.4299999999999997,1.47,2.9099999999999997
198,53.1,1.92,2.79,3.84
199,85.08,19.86,12.6,7.6499999999999995
200,69.63,2.61,2.5799999999999996,4.02
1,92.04,27.680000000000003,15.12,8.840000000000002
2,17.8,18.040000000000003,15.719999999999999,4.16
3,6.88,27.72,18.36,3.7200000000000006
4,60.6,23.400000000000002,16.52,7.4
5,72.32000000000001,23.36,4.32,5.16
6,3.48,30.0,19.560000000000002,2.8800000000000003
7,23.0,9.4,13.12,4.720000000000001
8,48.080000000000005,4.64,7.840000000000001,5.28
9,3.44,0.4,0.8400000000000001,1.92
10,79.92000000000002,8.48,1.04,4.24
11,26.439999999999998,9.68,2.32,3.44
12,85.88,1.6,9.600000000000001,6.96
13,9.520000000000001,26.360000000000003,14.040000000000001,3.6799999999999997
14,39.0,2.8800000000000003,3.04,3.88
15,81.64,18.400000000000002,13.16,7.6000000000000005
16,78.16000000000001,21.16,19.080000000000002,8.959999999999999
17,27.12,45.6,14.64,5.0
18,112.56,22.32,15.840000000000002,9.76
19,27.680000000000003,7.32,8.200000000000001,4.5200000000000005
20,58.92000000000001,7.640000000000001,9.56,5.84
21,87.36000000000001,21.36,11.08,7.2
22,94.96000000000001,9.4,2.04,5.0
23,5.28,19.840000000000003,6.36,2.2399999999999998
24,91.32000000000001,10.48,6.76,6.2
25,24.92,7.32,5.04,3.88
26,105.16,7.800000000000001,1.4000000000000001,4.800000000000001
27,57.160000000000004,5.04,11.72,6.0
28,96.04,9.16,6.68,6.36
29,99.52000000000001,9.16,10.840000000000002,7.56
30,28.24,16.32,6.4,4.2
31,117.16,17.28,11.32,8.56
32,45.160000000000004,15.440000000000001,6.96,4.760000000000001
33,38.88,12.0,0.6000000000000001,3.84
34,106.24000000000001,0.12,8.0,6.96
35,38.28,2.9600000000000004,0.5599999999999999,3.8000000000000003
36,116.28,3.4000000000000004,1.64,5.120000000000001
37,106.75999999999999,2.0,17.52,10.16
38,29.880000000000003,18.28,19.76,5.88
39,17.240000000000002,14.040000000000001,10.68,4.04
40,91.2,12.8,15.080000000000002,8.6
41,81.0,12.64,8.92,6.640000000000001
42,70.8,15.480000000000002,13.36,6.840000000000001
43,117.44000000000001,0.7200000000000001,11.08,8.28
44,82.76,10.56,3.3600000000000003,5.16
45,10.040000000000001,17.32,10.280000000000001,3.4000000000000004
46,70.04,12.600000000000001,9.0,5.960000000000001
47,35.88,14.280000000000001,3.9600000000000004,4.24
48,95.96000000000001,7.4,16.6,9.28
49,90.88,19.96,6.32,5.920000000000001
50,26.760000000000005,14.719999999999999,4.68,3.88
51,79.92000000000002,13.840000000000002,1.2400000000000002,4.5600000000000005
52,40.160000000000004,1.4400000000000002,3.84,4.28
53,86.56,15.840000000000002,16.680000000000003,9.040000000000001
54,73.04,23.480000000000004,18.48,8.48
55,105.08,6.36,11.520000000000001,8.08
56,79.56,24.0,19.76,9.48
57,2.92,16.56,11.240000000000002,2.2
58,54.48,6.640000000000001,7.68,5.28
59,84.32000000000001,15.080000000000002,19.840000000000003,9.520000000000001
60,84.28,3.7200000000000006,11.8,7.359999999999999
61,21.400000000000002,8.56,0.8,3.24
62,104.52000000000001,21.880000000000003,17.080000000000002,9.68
63,95.72000000000001,10.920000000000002,6.2,6.28
64,41.080000000000005,3.3600000000000003,11.840000000000002,5.6000000000000005
65,52.44,11.56,17.12,7.2
66,27.6,0.36000000000000004,3.7200000000000006,3.7200000000000006
67,12.600000000000001,0.8800000000000001,9.840000000000002,3.8000000000000003
68,55.720000000000006,4.08,5.800000000000001,5.36
69,94.96000000000001,4.4,11.0,7.56
70,86.72000000000001,10.88,17.56,8.92
71,79.64,15.480000000000002,12.240000000000002,7.32
72,43.92,12.68,5.720000000000001,4.960000000000001
73,10.72,7.720000000000001,13.200000000000001,3.5200000000000005
74,51.760000000000005,12.520000000000001,2.2800000000000002,4.4
75,85.36000000000001,5.24,9.840000000000002,6.800000000000001
76,6.76,35.760000000000005,17.48,3.48
77,11.0,8.28,0.6400000000000001,2.7600000000000002
78,48.2,5.68,11.4,5.68
79,2.16,3.7600000000000002,11.96,2.12
80,46.400000000000006,9.24,3.08,4.4
81,30.560000000000002,8.92,10.68,4.720000000000001
82,95.92000000000002,14.76,1.64,4.920000000000001
83,30.12,13.0,8.120000000000001,4.5200000000000005
84,27.360000000000003,14.240000000000002,17.8,5.44
85,85.4,13.52,17.2,8.68
86,77.28,26.28,7.359999999999999,6.08
87,30.52,6.4,11.0,4.800000000000001
88,44.28,25.28,16.240000000000002,6.4
89,35.32,29.360000000000003,10.200000000000001,5.16
90,43.92,20.560000000000002,19.12,6.68
91,53.720000000000006,3.7200000000000006,1.9600000000000002,4.4799999999999995
92,11.440000000000001,13.200000000000001,0.6000000000000001,2.92
93,87.08,23.6,13.4,7.76
94,100.36000000000001,28.92,14.600000000000001,8.88
95,42.96000000000001,4.36,5.6000000000000005,4.6000000000000005
96,65.32000000000001,21.16,12.64,6.76
97,79.04,2.3600000000000003,1.4000000000000001,4.68
98,73.96000000000001,8.8,8.4,6.2
99,115.88,20.480000000000004,16.919999999999998,10.16
100,54.08,18.36,16.680000000000003,6.88
101,88.96000000000001,19.92,1.72,4.68
102,118.56,40.36000000000001,14.52,9.520000000000001
103,112.08,8.56,4.04,5.920000000000001
104,75.16000000000001,7.16,6.88,5.88
105,95.28,2.12,13.719999999999999,8.28
106,55.160000000000004,23.6,18.56,7.68
107,10.0,11.88,4.4,2.8800000000000003
108,36.160000000000004,9.28,0.12,3.48
109,5.24,10.240000000000002,0.16000000000000003,2.12
110,102.16000000000001,2.2,10.76,7.920000000000001
111,90.32000000000001,22.6,3.28,5.36
112,96.68,9.28,15.200000000000001,8.72
113,70.28,0.96,6.16,5.640000000000001
114,83.84,4.28,8.24,6.36
115,31.28,13.8,18.72,5.84
116,30.04,21.080000000000002,14.0,5.04
117,55.68,10.240000000000002,5.720000000000001,4.88
118,30.560000000000002,5.920000000000001,0.32000000000000006,3.7600000000000002
119,50.28,31.680000000000003,14.76,6.36
120,7.76,8.92,6.4,2.64
121,56.52000000000001,18.48,10.72,6.2
122,7.5200000000000005,20.16,8.68,2.8000000000000003
123,89.60000000000001,6.24,0.96,4.64
124,49.24,4.960000000000001,13.840000000000002,6.08
125,91.80000000000001,29.680000000000003,12.92,7.88
126,34.88,10.36,4.720000000000001,4.24
127,3.12,20.240000000000002,15.56,2.64
128,32.080000000000005,3.6799999999999997,0.0,3.5200000000000005
129,88.12,1.2800000000000002,19.6,9.88
130,23.840000000000003,17.240000000000002,4.800000000000001,3.88
131,0.27999999999999997,3.48,15.840000000000002,0.6400000000000001
132,106.08,17.2,1.16,5.08
133,3.3600000000000003,0.8400000000000001,10.88,2.2800000000000002
134,87.92000000000002,18.040000000000003,13.4,7.840000000000001
135,14.76,26.24,15.440000000000001,4.32
136,19.32,3.4000000000000004,18.8,4.64
137,10.240000000000002,3.7200000000000006,15.600000000000001,3.8000000000000003
138,109.48,23.880000000000003,11.56,8.32
139,17.2,8.200000000000001,10.36,3.84
140,73.96000000000001,0.68,17.56,8.28
141,29.360000000000003,5.16,6.800000000000001,4.36
142,77.48,30.24,14.16,7.68
143,88.2,15.16,13.280000000000001,8.040000000000001
144,41.84,13.76,2.2800000000000002,4.16
145,38.480000000000004,15.56,5.920000000000001,4.5600000000000005
146,56.120000000000005,3.6,0.76,4.12
147,96.04,3.48,2.92,5.28
148,97.28,17.72,19.6,10.16
149,15.200000000000001,4.760000000000001,16.12,4.36
150,17.880000000000003,8.24,10.32,4.04
151,112.28,14.8,5.5600000000000005,6.440000000000001
152,48.400000000000006,19.480000000000004,3.3600000000000003,4.64
153,79.04,5.68,9.32,6.640000000000001
154,68.52000000000001,15.080000000000002,15.880000000000003,7.6000000000000005
155,75.12,3.8000000000000003,8.440000000000001,6.24
156,1.64,2.2800000000000002,4.64,1.2800000000000002
157,37.56,20.200000000000003,17.400000000000002,6.120000000000001
158,59.92000000000001,9.72,0.52,4.04
159,4.68,18.080000000000002,14.76,2.92
160,52.68,13.840000000000002,7.359999999999999,5.16
161,69.0,12.280000000000001,7.240000000000001,5.760000000000001
162,34.28,19.72,14.32,5.32
163,75.36,10.240000000000002,7.240000000000001,5.960000000000001
164,65.4,2.9600000000000004,14.719999999999999,7.2
165,46.88,2.16,5.88,4.760000000000001
166,93.80000000000001,33.92,1.36,4.760000000000001
167,7.16,8.64,15.040000000000001,3.2
168,82.72000000000001,7.76,2.08,4.88
169,86.16000000000001,23.040000000000003,9.440000000000001,6.840000000000001
170,113.72000000000001,2.5600000000000005,4.24,6.0
171,20.0,7.359999999999999,4.64,3.3600000000000003
172,65.8,18.96,8.36,5.800000000000001
173,7.840000000000001,6.800000000000001,8.040000000000001,3.04
174,67.36,5.120000000000001,2.84,4.68
175,88.96000000000001,5.24,1.36,4.6000000000000005
176,110.75999999999999,16.72,19.560000000000002,10.8
177,99.36000000000001,8.120000000000001,12.08,8.08
178,68.08,14.080000000000002,3.12,4.68
179,110.68,9.48,0.9199999999999999,4.720000000000001
180,66.24,7.040000000000001,4.0,5.04
181,62.64,3.3200000000000003,1.04,4.2
182,87.4,10.96,2.16,4.88
183,22.480000000000004,11.88,2.2800000000000002,3.48
184,115.04000000000002,28.72,17.2,10.48
185,101.52000000000001,12.0,8.520000000000001,7.040000000000001
186,82.0,7.840000000000001,18.040000000000003,9.040000000000001
187,55.800000000000004,10.64,0.8400000000000001,4.12
188,76.44,7.28,11.48,6.920000000000001
189,114.4,1.4800000000000002,5.5600000000000005,6.36
190,7.48,9.36,4.84,2.68
191,15.8,2.32,16.44,4.32
192,30.200000000000003,2.4000000000000004,4.32,3.9600000000000004
193,6.88,12.64,1.64,2.3600000000000003
194,66.72000000000001,1.4400000000000002,16.8,7.840000000000001
195,59.879999999999995,2.4000000000000004,14.240000000000002,6.920000000000001
196,15.280000000000001,5.5200000000000005,1.4800000000000002,3.04
197,37.68,3.24,1.9600000000000002,3.88
198,70.8,2.5600000000000005,3.7200000000000006,5.120000000000001
199,113.44000000000001,26.480000000000004,16.8,10.200000000000001
200,92.84,3.48,3.44,5.36
1,115.05,34.6,18.9,11.05
2,22.25,22.55,19.65,5.2
3,8.6,34.65,22.95,4.65
4,75.75,29.25,20.65,9.25
5,90.4,29.2,5.4,6.45
6,4.35,37.5,24.45,3.6
7,28.75,11.75,16.4,5.9
8,60.1,5.8,9.8,6.6
9,4.3,0.5,1.05,2.4
10,99.9,10.6,1.3,5.3
11,33.05,12.1,2.9,4.3
12,107.35,2.0,12.0,8.7
13,11.9,32.95,17.55,4.6
14,48.75,3.6,3.8,4.85
15,102.05,23.0,16.45,9.5
16,97.7,26.45,23.85,11.2
17,33.9,57.0,18.3,6.25
18,140.7,27.9,19.8,12.2
19,34.6,9.15,10.25,5.65
20,73.65,9.55,11.95,7.3
21,109.2,26.7,13.85,9.0
22,118.7,11.75,2.55,6.25
23,6.6,24.8,7.95,2.8
24,114.15,13.1,8.45,7.75
25,31.15,9.15,6.3,4.85
26,131.45,9.75,1.75,6.0
27,71.45,6.3,14.65,7.5
28,120.05,11.45,8.35,7.95
29,124.4,11.45,13.55,9.45
30,35.3,20.4,8.0,5.25
31,146.45,21.6,14.15,10.7
32,56.45,19.3,8.7,5.95
33,48.6,15.0,0.75,4.8
34,132.8,0.15,10.0,8.7
35,47.85,3.7,0.7,4.75
36,145.35,4.25,2.05,6.4
37,133.45,2.5,21.9,12.7
38,37.35,22.85,24.7,7.35
39,21.55,17.55,13.35,5.05
40,114.0,16.0,18.85,10.75
41,101.25,15.8,11.15,8.3
42,88.5,19.35,16.7,8.55
43,146.8,0.9,13.85,10.35
44,103.45,13.2,4.2,6.45
45,12.55,21.65,12.85,4.25
46,87.55,15.75,11.25,7.45
47,44.85,17.85,4.95,5.3
48,119.95,9.25,20.75,11.6
49,113.6,24.95,7.9,7.4
50,33.45,18.4,5.85,4.85
51,99.9,17.3,1.55,5.7
52,50.2,1.8,4.8,5.35
53,108.2,19.8,20.85,11.3
54,91.3,29.35,23.1,10.6
55,131.35,7.95,14.4,10.1
56,99.45,30.0,24.7,11.85
57,3.65,20.7,14.05,2.75
58,68.1,8.3,9.6,6.6
59,105.4,18.85,24.8,11.9
60,105.35,4.65,14.75,9.2
61,26.75,10.7,1.0,4.05
62,130.65,27.35,21.35,12.1
63,119.65,13.65,7.75,7.85
64,51.35,4.2,14.8,7.0
65,65.55,14.45,21.4,9.0
66,34.5,0.45,4.65,4.65
67,15.75,1.1,12.3,4.75
68,69.65,5.1,7.25,6.7
69,118.7,5.5,13.75,9.45
70,108.4,13.6,21.95,11.15
71,99.55,19.35,15.3,9.15
72,54.9,15.85,7.15,6.2
73,13.4,9.65,16.5,4.4
74,64.7,15.65,2.85,5.5
75,106.7,6.55,12.3,8.5
76,8.45,44.7,21.85,4.35
77,13.75,10.35,0.8,3.45
78,60.25,7.1,14.25,7.1
79,2.7,4.7,14.95,2.65
80,58.0,11.55,3.85,5.5
81,38.2,11.15,13.35,5.9
82,119.9,18.45,2.05,6.15
83,37.65,16.25,10.15,5.65
84,34.2,17.8,22.25,6.8
85,106.75,16.9,21.5,10.85
86,96.6,32.85,9.2,7.6
87,38.15,8.0,13.75,6.0
88,55.35,31.6,20.3,8.0
89,44.15,36.7,12.75,6.45
90,54.9,25.7,23.9,8.35
91,67.15,4.65,2.45,5.6
92,14.3,16.5,0.75,3.65
93,108.85,29.5,16.75,9.7
94,125.45,36.15,18.25,11.1
95,53.7,5.45,7.0,5.75
96,81.65,26.45,15.8,8.45
97,98.8,2.95,1.75,5.85
98,92.45,11.0,10.5,7.75
99,144.85,25.6,21.15,12.7
100,67.6,22.95,20.85,8.6
101,111.2,24.9,2.15,5.85
102,148.2,50.45,18.15,11.9
103,140.1,10.7,5.05,7.4
104,93.95,8.95,8.6,7.35
105,119.1,2.65,17.15,10.35
106,68.95,29.5,23.2,9.6
107,12.5,14.85,5.5,3.6
108,45.2,11.6,0.15,4.35
109,6.55,12.8,0.2,2.65
110,127.7,2.75,13.45,9.9
111,112.9,28.25,4.1,6.7
112,120.85,11.6,19.0,10.9
113,87.85,1.2,7.7,7.05
114,104.8,5.35,10.3,7.95
115,39.1,17.25,23.4,7.3
116,37.55,26.35,17.5,6.3
117,69.6,12.8,7.15,6.1
118,38.2,7.4,0.4,4.7
119,62.85,39.6,18.45,7.95
120,9.7,11.15,8.0,3.3
121,70.65,23.1,13.4,7.75
122,9.4,25.2,10.85,3.5
123,112.0,7.8,1.2,5.8
124,61.55,6.2,17.3,7.6
125,114.75,37.1,16.15,9.85
126,43.6,12.95,5.9,5.3
127,3.9,25.3,19.45,3.3
128,40.1,4.6,0.0,4.4
129,110.15,1.6,24.5,12.35
130,29.8,21.55,6.0,4.85
131,0.35,4.35,19.8,0.8
132,132.6,21.5,1.45,6.35
133,4.2,1.05,13.6,2.85
134,109.9,22.55,16.75,9.8
135,18.45,32.8,19.3,5.4
136,24.15,4.25,23.5,5.8
137,12.8,4.65,19.5,4.75
138,136.85,29.85,14.45,10.4
139,21.5,10.25,12.95,4.8
140,92.45,0.85,21.95,10.35
141,36.7,6.45,8.5,5.45
142,96.85,37.8,17.7,9.6
143,110.25,18.95,16.6,10.05
144,52.3,17.2,2.85,5.2
145,48.1,19.45,7.4,5.7
146,70.15,4.5,0.95,5.15
147,120.05,4.35,3.65,6.6
148,121.6,22.15,24.5,12.7
149,19.0,5.95,20.15,5.45
150,22.35,10.3,12.9,5.05
151,140.35,18.5,6.95,8.05
152,60.5,24.35,4.2,5.8
153,98.8,7.1,11.65,8.3
154,85.65,18.85,19.85,9.5
155,93.9,4.75,10.55,7.8
156,2.05,2.85,5.8,1.6
157,46.95,25.25,21.75,7.65
158,74.9,12.15,0.65,5.05
159,5.85,22.6,18.45,3.65
160,65.85,17.3,9.2,6.45
161,86.25,15.35,9.05,7.2
162,42.85,24.65,17.9,6.65
163,94.2,12.8,9.05,7.45
164,81.75,3.7,18.4,9.0
165,58.6,2.7,7.35,5.95
166,117.25,42.4,1.7,5.95
167,8.95,10.8,18.8,4.0
168,103.4,9.7,2.6,6.1
169,107.7,28.8,11.8,8.55
170,142.15,3.2,5.3,7.5
171,25.0,9.2,5.8,4.2
172,82.25,23.7,10.45,7.25
173,9.8,8.5,10.05,3.8
174,84.2,6.4,3.55,5.85
175,111.2,6.55,1.7,5.75
176,138.45,20.9,24.45,13.5
177,124.2,10.15,15.1,10.1
178,85.1,17.6,3.9,5.85
179,138.35,11.85,1.15,5.9
180,82.8,8.8,5.0,6.3
181,78.3,4.15,1.3,5.25
182,109.25,13.7,2.7,6.1
183,28.1,14.85,2.85,4.35
184,143.8,35.9,21.5,13.1
185,126.9,15.0,10.65,8.8
186,102.5,9.8,22.55,11.3
187,69.75,13.3,1.05,5.15
188,95.55,9.1,14.35,8.65
189,143.0,1.85,6.95,7.95
190,9.35,11.7,6.05,3.35
191,19.75,2.9,20.55,5.4
192,37.75,3.0,5.4,4.95
193,8.6,15.8,2.05,2.95
194,83.4,1.8,21.0,9.8
195,74.85,3.0,17.8,8.65
196,19.1,6.9,1.85,3.8
197,47.1,4.05,2.45,4.85
198,88.5,3.2,4.65,6.4
199,141.8,33.1,21.0,12.75
200,116.05,4.35,4.3,6.7
1,138.06,41.52,22.679999999999996,13.26
2,26.7,27.06,23.58,6.24
3,10.319999999999999,41.58,27.54,5.58
4,90.89999999999999,35.1,24.779999999999998,11.1
5,108.48,35.04,6.48,7.74
6,5.22,45.0,29.339999999999996,4.32
7,34.5,14.1,19.679999999999996,7.08
8,72.12,6.96,11.76,7.919999999999999
9,5.159999999999999,0.6,1.26,2.88
10,119.88,12.719999999999999,1.56,6.359999999999999
11,39.66,14.52,3.48,5.159999999999999
12,128.82,2.4,14.399999999999999,10.44
13,14.28,39.54,21.06,5.52
14,58.5,4.32,4.56,5.819999999999999
15,122.46,27.599999999999998,19.74,11.4
16,117.24,31.74,28.62,13.44
17,40.68,68.39999999999999,21.96,7.5
18,168.83999999999997,33.48,23.76,14.639999999999999
19,41.52,10.98,12.299999999999999,6.78
20,88.38000000000001,11.46,14.339999999999998,8.76
21,131.04,32.04,16.619999999999997,10.799999999999999
22,142.44,14.1,3.0599999999999996,7.5
23,7.919999999999999,29.759999999999998,9.54,3.36
24,136.98,15.719999999999999,10.139999999999999,9.299999999999999
25,37.379999999999995,10.98,7.56,5.819999999999999
26,157.73999999999998,11.7,2.1,7.199999999999999
27,85.74,7.56,17.58,9.0
28,144.06,13.739999999999998,10.02,9.54
29,149.28,13.739999999999998,16.26,11.339999999999998
30,42.35999999999999,24.479999999999997,9.6,6.3
31,175.73999999999998,25.92,16.98,12.839999999999998
32,67.74,23.16,10.44,7.14
33,58.32,18.0,0.8999999999999999,5.76
34,159.36,0.18,12.0,10.44
35,57.42,4.44,0.84,5.7
36,174.42,5.1,2.4599999999999995,7.68
37,160.14,3.0,26.279999999999998,15.239999999999998
38,44.82,27.42,29.639999999999997,8.819999999999999
39,25.86,21.06,16.02,6.06
40,136.79999999999998,19.2,22.62,12.9
41,121.5,18.96,13.38,9.96
42,106.2,23.220000000000002,20.04,10.26
43,176.16,1.08,16.619999999999997,12.42
44,124.14,15.839999999999998,5.04,7.74
45,15.06,25.979999999999997,15.419999999999998,5.1
46,105.05999999999999,18.9,13.5,8.94
47,53.82,21.42,5.94,6.359999999999999
48,143.94,11.1,24.9,13.92
49,136.32,29.939999999999998,9.48,8.88
50,40.14,22.08,7.02,5.819999999999999
51,119.88,20.76,1.8599999999999999,6.84
52,60.24,2.16,5.76,6.419999999999999
53,129.84,23.76,25.02,13.56
54,109.55999999999999,35.22,27.720000000000002,12.719999999999999
55,157.61999999999998,9.54,17.28,12.12
56,119.34,36.0,29.639999999999997,14.219999999999999
57,4.38,24.84,16.86,3.3
58,81.71999999999998,9.96,11.52,7.919999999999999
59,126.48,22.62,29.759999999999998,14.28
60,126.41999999999999,5.58,17.7,11.04
61,32.1,12.839999999999998,1.2,4.859999999999999
62,156.78,32.82,25.62,14.52
63,143.58,16.38,9.299999999999999,9.42
64,61.62,5.04,17.76,8.4
65,78.66,17.34,25.679999999999996,10.799999999999999
66,41.4,0.54,5.58,5.58
67,18.9,1.32,14.76,5.7
68,83.58,6.119999999999999,8.7,8.04
69,142.44,6.6,16.5,11.339999999999998
70,130.08,16.32,26.34,13.38
71,119.46,23.220000000000002,18.36,10.98
72,65.88,19.02,8.58,7.4399999999999995
73,16.08,11.58,19.8,5.28
74,77.64,18.78,3.42,6.6
75,128.04,7.859999999999999,14.76,10.2
76,10.139999999999999,53.64,26.220000000000002,5.22
77,16.5,12.42,0.96,4.14
78,72.3,8.52,17.099999999999998,8.52
79,3.24,5.64,17.939999999999998,3.1799999999999997
80,69.6,13.860000000000001,4.62,6.6
81,45.84,13.38,16.02,7.08
82,143.88,22.139999999999997,2.4599999999999995,7.38
83,45.18,19.5,12.18,6.78
84,41.04,21.36,26.7,8.16
85,128.1,20.279999999999998,25.8,13.02
86,115.91999999999999,39.42,11.04,9.12
87,45.779999999999994,9.6,16.5,7.199999999999999
88,66.42,37.92,24.36,9.6
89,52.98,44.04,15.299999999999999,7.74
90,65.88,30.839999999999996,28.679999999999996,10.02
91,80.58,5.58,2.94,6.72
92,17.16,19.8,0.8999999999999999,4.38
93,130.61999999999998,35.4,20.099999999999998,11.639999999999999
94,150.54,43.379999999999995,21.9,13.319999999999999
95,64.44,6.54,8.4,6.8999999999999995
96,97.98,31.74,18.96,10.139999999999999
97,118.55999999999999,3.54,2.1,7.02
98,110.94,13.2,12.6,9.299999999999999
99,173.82,30.72,25.38,15.239999999999998
100,81.11999999999999,27.54,25.02,10.319999999999999
101,133.44,29.879999999999995,2.5799999999999996,7.02
102,177.83999999999997,60.54,21.779999999999998,14.28
103,168.11999999999998,12.839999999999998,6.06,8.88
104,112.74,10.739999999999998,10.319999999999999,8.819999999999999
105,142.92,3.1799999999999997,20.58,12.42
106,82.74,35.4,27.84,11.52
107,15.0,17.82,6.6,4.32
108,54.24,13.92,0.18,5.22
109,7.859999999999999,15.36,0.24,3.1799999999999997
110,153.24,3.3,16.139999999999997,11.88
111,135.48,33.9,4.919999999999999,8.04
112,145.01999999999998,13.92,22.8,13.08
